ID;name;region;material;pricePerUnit;currency_code;leadTime;rating;category;contactEmail;contactPhone;address;isActive
11643;Graham-Cruz;EU;Aluminum Sheets;4412.22;USD;32;3.85;manufacturing;contact@grahamcruz.com;+1-555-000-0000;EU Office;true
11644;Walters-Weber;APAC;CNC Machine Parts;3745.6;USD;40;4.95;manufacturing;contact@waltersweber.com;+1-555-000-0000;APAC Office;true
11645;Fisher LLC;APAC;Hydraulic Pumps;7495.5;USD;20;4.55;manufacturing;contact@fisherllc.com;+1-555-000-0000;APAC Office;true
11646;Walls-Obrien;LATAM;Ball Bearings;1510.57;USD;19;2.85;manufacturing;contact@wallsobrien.com;+1-555-000-0000;LATAM Office;true
11647;Patterson-Garcia;MEA;Aluminum Sheets;1383;USD;17;4.25;manufacturing;contact@pattersongarcia.com;+1-555-000-0000;MEA Office;true
11648;Robinson, Lee and Perez;LATAM;Aluminum Sheets;7841.97;USD;7;4.45;manufacturing;contact@robinsonleeandperez.com;+1-555-000-0000;LATAM Office;true
11649;Larson-Hall;APAC;Hydraulic Pumps;7850.76;USD;25;4.75;manufacturing;contact@larsonhall.com;+1-555-000-0000;APAC Office;true
11650;Adams Inc;NA;CNC Machine Parts;3068.07;USD;15;4.95;manufacturing;contact@adamsinc.com;+1-555-000-0000;NA Office;true
11651;Cunningham-Clark;EU;Aluminum Sheets;1762.52;USD;17;3.25;manufacturing;contact@cunninghamclark.com;+1-555-000-0000;EU Office;true
11652;Ruiz, Smith and Small;EU;Industrial Lubricants;3838.29;USD;25;4.85;manufacturing;contact@ruizsmithandsmall.com;+1-555-000-0000;EU Office;true
11653;Carey, Martinez and Moore;NA;CNC Machine Parts;560.57;USD;28;3.95;manufacturing;contact@careymartinezandmoore.com;+1-555-000-0000;NA Office;true
11654;Poole, Mckinney and Lloyd;EU;Aluminum Sheets;4768.55;USD;12;4.15;manufacturing;contact@poolemckinneyandlloyd.com;+1-555-000-0000;EU Office;true
11655;Garcia, Little and Griffin;LATAM;Hydraulic Pumps;2863.11;USD;7;2.95;manufacturing;contact@garcialittleandgriffin.com;+1-555-000-0000;LATAM Office;true
11656;Jordan LLC;APAC;Aluminum Sheets;659.84;USD;25;3.85;manufacturing;contact@jordanllc.com;+1-555-000-0000;APAC Office;true
11657;Williamson Inc;LATAM;Industrial Lubricants;1117.17;USD;20;2.75;manufacturing;contact@williamsoninc.com;+1-555-000-0000;LATAM Office;true
11658;Adkins PLC;LATAM;Hydraulic Pumps;960.51;USD;7;2.85;manufacturing;contact@adkinsplc.com;+1-555-000-0000;LATAM Office;true
11659;Jones PLC;NA;Aluminum Sheets;831.86;USD;13;2.65;manufacturing;contact@jonesplc.com;+1-555-000-0000;NA Office;true
11660;Rhodes-Lewis;APAC;Industrial Lubricants;3332.26;USD;14;3.65;manufacturing;contact@rhodeslewis.com;+1-555-000-0000;APAC Office;true
11661;Russell PLC;NA;Industrial Lubricants;2528.17;USD;31;3.85;manufacturing;contact@russellplc.com;+1-555-000-0000;NA Office;true
11662;Warren-Hunt;MEA;Industrial Lubricants;9642.22;USD;28;4.95;manufacturing;contact@warrenhunt.com;+1-555-000-0000;MEA Office;true
11663;Barr, Jacobs and Lee;LATAM;Aluminum Sheets;6085.78;USD;29;3.15;manufacturing;contact@barrjacobsandlee.com;+1-555-000-0000;LATAM Office;true
11664;Reese PLC;NA;Ball Bearings;7312.76;USD;37;4.35;manufacturing;contact@reeseplc.com;+1-555-000-0000;NA Office;true
11665;Barry-Reed;APAC;Hydraulic Pumps;1799.47;USD;11;2.85;manufacturing;contact@barryreed.com;+1-555-000-0000;APAC Office;true
11666;Diaz Inc;MEA;Industrial Lubricants;8841.98;USD;24;2.75;manufacturing;contact@diazinc.com;+1-555-000-0000;MEA Office;true
11667;Rodriguez-Leonard;EU;Ball Bearings;3416.59;USD;11;4.55;manufacturing;contact@rodriguezleonard.com;+1-555-000-0000;EU Office;true
11668;Bell-Barnett;MEA;Aluminum Sheets;9807.01;USD;22;4.85;manufacturing;contact@bellbarnett.com;+1-555-000-0000;MEA Office;true
11669;Clark-Becker;LATAM;Hydraulic Pumps;5039.82;USD;35;4.35;manufacturing;contact@clarkbecker.com;+1-555-000-0000;LATAM Office;true
11670;Edwards, Ingram and Brown;LATAM;Hydraulic Pumps;8365.32;USD;31;2.75;manufacturing;contact@edwardsingramandbrown.com;+1-555-000-0000;LATAM Office;true
11671;Warner-Palmer;LATAM;Industrial Lubricants;278.85;USD;10;3.15;manufacturing;contact@warnerpalmer.com;+1-555-000-0000;LATAM Office;true
11672;Montgomery Inc;EU;Hydraulic Pumps;9750.25;USD;9;4.45;manufacturing;contact@montgomeryinc.com;+1-555-000-0000;EU Office;true
11673;Roberts, Ramirez and Marshall;NA;Industrial Lubricants;4284.95;USD;18;3.35;manufacturing;contact@robertsramirezandmarshall.com;+1-555-000-0000;NA Office;true
11674;Wallace PLC;NA;Aluminum Sheets;1334.6;USD;22;3.45;manufacturing;contact@wallaceplc.com;+1-555-000-0000;NA Office;true
11675;Cox, Newman and Wagner;EU;CNC Machine Parts;8434.38;USD;23;3.85;manufacturing;contact@coxnewmanandwagner.com;+1-555-000-0000;EU Office;true
11676;Powell-Hancock;NA;Aluminum Sheets;4514.67;USD;30;4.05;manufacturing;contact@powellhancock.com;+1-555-000-0000;NA Office;true
11677;Anderson-Macias;NA;CNC Machine Parts;2515.11;USD;37;2.75;manufacturing;contact@andersonmacias.com;+1-555-000-0000;NA Office;true
11678;Soto-Lozano;LATAM;CNC Machine Parts;4046.28;USD;30;4.35;manufacturing;contact@sotolozano.com;+1-555-000-0000;LATAM Office;true
11679;Brown LLC;APAC;Hydraulic Pumps;3062.96;USD;15;3.45;manufacturing;contact@brownllc.com;+1-555-000-0000;APAC Office;true
11680;Watson-Gray;EU;Industrial Lubricants;3769.47;USD;16;3.45;manufacturing;contact@watsongray.com;+1-555-000-0000;EU Office;true
11681;Young, Montes and Davis;EU;Hydraulic Pumps;833.17;USD;20;4.75;manufacturing;contact@youngmontesanddavis.com;+1-555-000-0000;EU Office;true
11682;Hall Group;EU;Hydraulic Pumps;3809.8;USD;21;4.45;manufacturing;contact@hallgroup.com;+1-555-000-0000;EU Office;true
11683;Cole LLC;LATAM;Ball Bearings;2835.4;USD;18;3.15;manufacturing;contact@colellc.com;+1-555-000-0000;LATAM Office;true
11684;Bailey PLC;APAC;Hydraulic Pumps;5999.18;USD;13;3.35;manufacturing;contact@baileyplc.com;+1-555-000-0000;APAC Office;true
11685;Hardin, Harris and Hernandez;MEA;Hydraulic Pumps;1413.16;USD;13;4.55;manufacturing;contact@hardinharrisandhernandez.com;+1-555-000-0000;MEA Office;true
11686;Ortiz, Hickman and Ryan;NA;Aluminum Sheets;8424.75;USD;15;4.45;manufacturing;contact@ortizhickmanandryan.com;+1-555-000-0000;NA Office;true
11687;Cruz Inc;EU;Hydraulic Pumps;4878.63;USD;11;3.25;manufacturing;contact@cruzinc.com;+1-555-000-0000;EU Office;true
11688;Harding-Kane;EU;Hydraulic Pumps;3209.92;USD;10;4.95;manufacturing;contact@hardingkane.com;+1-555-000-0000;EU Office;true
11689;Gonzales-Hunt;APAC;Aluminum Sheets;4064.71;USD;14;3.35;manufacturing;contact@gonzaleshunt.com;+1-555-000-0000;APAC Office;true
11690;Hall-Gordon;MEA;CNC Machine Parts;1208.06;USD;26;4.55;manufacturing;contact@hallgordon.com;+1-555-000-0000;MEA Office;true
11691;Jimenez-Escobar;NA;Hydraulic Pumps;922.83;USD;37;3.75;manufacturing;contact@jimenezescobar.com;+1-555-000-0000;NA Office;true
11692;Anderson, Chen and Peterson;APAC;Ball Bearings;9984.63;USD;10;3.75;manufacturing;contact@andersonchenandpeterson.com;+1-555-000-0000;APAC Office;true
11693;Mclaughlin, Perry and Snyder;APAC;Ball Bearings;570.32;USD;20;3.85;manufacturing;contact@mclaughlinperryandsnyder.com;+1-555-000-0000;APAC Office;true
11694;Preston, Williams and Coleman;EU;CNC Machine Parts;7094.82;USD;23;2.85;manufacturing;contact@prestonwilliamsandcoleman.com;+1-555-000-0000;EU Office;true
11695;Jones and Sons;MEA;Ball Bearings;334.7;USD;24;3.45;manufacturing;contact@jonesandsons.com;+1-555-000-0000;MEA Office;true
11696;Cabrera Inc;EU;Hydraulic Pumps;7324.22;USD;10;3.65;manufacturing;contact@cabrerainc.com;+1-555-000-0000;EU Office;true
11697;Burnett, Carpenter and Smith;NA;Hydraulic Pumps;1996.79;USD;9;4.25;manufacturing;contact@burnettcarpenterandsmith.com;+1-555-000-0000;NA Office;true
11698;Ho, Mejia and Rosario;LATAM;Industrial Lubricants;5553.51;USD;30;4.85;manufacturing;contact@homejiaandrosario.com;+1-555-000-0000;LATAM Office;true
11699;Coleman, Davis and Sanchez;LATAM;CNC Machine Parts;3403.38;USD;16;4.65;manufacturing;contact@colemandavisandsanchez.com;+1-555-000-0000;LATAM Office;true
11700;Paul, Pruitt and Kline;NA;Aluminum Sheets;6299.86;USD;34;3.85;manufacturing;contact@paulpruittandkline.com;+1-555-000-0000;NA Office;true
11701;Rodriguez-Young;NA;Hydraulic Pumps;2254.51;USD;38;4.45;manufacturing;contact@rodriguezyoung.com;+1-555-000-0000;NA Office;true
11702;Chapman, Hull and Valdez;EU;Hydraulic Pumps;3908.91;USD;7;2.65;manufacturing;contact@chapmanhullandvaldez.com;+1-555-000-0000;EU Office;true
11703;Wang-Johnson;EU;Industrial Lubricants;5334.1;USD;25;3.75;manufacturing;contact@wangjohnson.com;+1-555-000-0000;EU Office;true
11704;Gentry-Sexton;MEA;Ball Bearings;9337.7;USD;21;2.95;manufacturing;contact@gentrysexton.com;+1-555-000-0000;MEA Office;true
11705;West-Wilson;LATAM;Aluminum Sheets;6989.95;USD;17;4.65;manufacturing;contact@westwilson.com;+1-555-000-0000;LATAM Office;true
11706;Bonilla Ltd;EU;Industrial Lubricants;463.22;USD;29;4.15;manufacturing;contact@bonillaltd.com;+1-555-000-0000;EU Office;true
11707;Neal, Noble and Martinez;EU;Ball Bearings;7570.85;USD;6;4.85;manufacturing;contact@nealnobleandmartinez.com;+1-555-000-0000;EU Office;true
11708;Johnson PLC;NA;CNC Machine Parts;1019.19;USD;28;2.85;manufacturing;contact@johnsonplc.com;+1-555-000-0000;NA Office;true
11709;Rodriguez LLC;MEA;Hydraulic Pumps;3100.33;USD;18;2.65;manufacturing;contact@rodriguezllc.com;+1-555-000-0000;MEA Office;true
11710;Carr, Barton and Reilly;NA;CNC Machine Parts;6695.62;USD;17;3.15;manufacturing;contact@carrbartonandreilly.com;+1-555-000-0000;NA Office;true
11711;Davis PLC;MEA;Hydraulic Pumps;7162.39;USD;15;3.15;manufacturing;contact@davisplc.com;+1-555-000-0000;MEA Office;true
11712;Martin-Lee;MEA;CNC Machine Parts;3547.8;USD;39;3.95;manufacturing;contact@martinlee.com;+1-555-000-0000;MEA Office;true
11713;Wright Group;MEA;Ball Bearings;6445.06;USD;37;4.75;manufacturing;contact@wrightgroup.com;+1-555-000-0000;MEA Office;true
11714;Williams-Vazquez;LATAM;Ball Bearings;1735.29;USD;25;4.35;manufacturing;contact@williamsvazquez.com;+1-555-000-0000;LATAM Office;true
11715;Myers, Kelley and Johnson;LATAM;Aluminum Sheets;1319.04;USD;10;3.45;manufacturing;contact@myerskelleyandjohnson.com;+1-555-000-0000;LATAM Office;true
11716;Chavez-Duran;NA;CNC Machine Parts;1449.57;USD;10;4.75;manufacturing;contact@chavezduran.com;+1-555-000-0000;NA Office;true
11717;Allen-Carlson;LATAM;Industrial Lubricants;2371.95;USD;33;4.05;manufacturing;contact@allencarlson.com;+1-555-000-0000;LATAM Office;true
11718;Holland-Butler;EU;Industrial Lubricants;1689.24;USD;10;2.75;manufacturing;contact@hollandbutler.com;+1-555-000-0000;EU Office;true
11719;Barnes-Edwards;MEA;CNC Machine Parts;5951;USD;30;3.35;manufacturing;contact@barnesedwards.com;+1-555-000-0000;MEA Office;true
11720;Garcia, Sweeney and Smith;MEA;CNC Machine Parts;7559.45;USD;37;4.55;manufacturing;contact@garciasweeneyandsmith.com;+1-555-000-0000;MEA Office;true
11721;West, Taylor and Smith;LATAM;Industrial Lubricants;1398.53;USD;33;4.55;manufacturing;contact@westtaylorandsmith.com;+1-555-000-0000;LATAM Office;true
11722;Ruiz-Medina;APAC;Hydraulic Pumps;1046.63;USD;25;3.25;manufacturing;contact@ruizmedina.com;+1-555-000-0000;APAC Office;true
11723;Meadows, Graham and Hanson;MEA;Aluminum Sheets;8772.06;USD;28;3.05;manufacturing;contact@meadowsgrahamandhanson.com;+1-555-000-0000;MEA Office;true
11724;Murray-Diaz;LATAM;Hydraulic Pumps;5521.4;USD;33;4.05;manufacturing;contact@murraydiaz.com;+1-555-000-0000;LATAM Office;true
11725;Patel, Simmons and Freeman;EU;Industrial Lubricants;2461.45;USD;32;4.15;manufacturing;contact@patelsimmonsandfreeman.com;+1-555-000-0000;EU Office;true
11726;Bishop-Pope;APAC;CNC Machine Parts;3548.2;USD;7;3.45;manufacturing;contact@bishoppope.com;+1-555-000-0000;APAC Office;true
11727;Fletcher LLC;APAC;Ball Bearings;228.43;USD;33;3.15;manufacturing;contact@fletcherllc.com;+1-555-000-0000;APAC Office;true
11728;Cardenas, Smith and Cross;EU;Aluminum Sheets;1518.83;USD;12;2.85;manufacturing;contact@cardenassmithandcross.com;+1-555-000-0000;EU Office;true
11729;Palmer, Heath and Barnes;NA;Ball Bearings;8308.48;USD;8;3.95;manufacturing;contact@palmerheathandbarnes.com;+1-555-000-0000;NA Office;true
11730;Holt and Sons;APAC;Aluminum Sheets;261.67;USD;15;3.95;manufacturing;contact@holtandsons.com;+1-555-000-0000;APAC Office;true
11731;Fleming and Sons;NA;Hydraulic Pumps;4961.87;USD;19;3.35;manufacturing;contact@flemingandsons.com;+1-555-000-0000;NA Office;true
11732;Adams, Wyatt and Scott;LATAM;Hydraulic Pumps;9942.19;USD;10;2.75;manufacturing;contact@adamswyattandscott.com;+1-555-000-0000;LATAM Office;true
11733;Sims, Wilson and Flores;MEA;Industrial Lubricants;8984.77;USD;39;2.65;manufacturing;contact@simswilsonandflores.com;+1-555-000-0000;MEA Office;true
11734;Wilcox Ltd;LATAM;Ball Bearings;7509.23;USD;7;3.65;manufacturing;contact@wilcoxltd.com;+1-555-000-0000;LATAM Office;true
11735;Mcknight-Molina;EU;CNC Machine Parts;9276.74;USD;28;3.95;manufacturing;contact@mcknightmolina.com;+1-555-000-0000;EU Office;true
11736;Walker PLC;LATAM;Ball Bearings;8018.35;USD;18;3.45;manufacturing;contact@walkerplc.com;+1-555-000-0000;LATAM Office;true
11737;Lewis Ltd;EU;Aluminum Sheets;3767.24;USD;32;4.75;manufacturing;contact@lewisltd.com;+1-555-000-0000;EU Office;true
11738;Williams Group;LATAM;Aluminum Sheets;6597.79;USD;8;2.55;manufacturing;contact@williamsgroup.com;+1-555-000-0000;LATAM Office;true
11739;Cruz-Jackson;LATAM;Ball Bearings;4600.7;USD;31;4.45;manufacturing;contact@cruzjackson.com;+1-555-000-0000;LATAM Office;true
11740;Browning-Cole;APAC;Industrial Lubricants;3707.69;USD;22;2.85;manufacturing;contact@browningcole.com;+1-555-000-0000;APAC Office;true
11741;Grimes-Dunn;NA;Aluminum Sheets;5733.55;USD;6;2.85;manufacturing;contact@grimesdunn.com;+1-555-000-0000;NA Office;true
11742;Moore-Wright;NA;CNC Machine Parts;4114.72;USD;28;3.75;manufacturing;contact@moorewright.com;+1-555-000-0000;NA Office;true
11743;Aguirre-Andrews;MEA;Industrial Lubricants;1910.16;USD;6;4.25;manufacturing;contact@aguirreandrews.com;+1-555-000-0000;MEA Office;true
11744;Kramer, Bennett and Williams;APAC;Aluminum Sheets;795.99;USD;9;4.35;manufacturing;contact@kramerbennettandwilliams.com;+1-555-000-0000;APAC Office;true
11745;Kelly-Warren;APAC;Aluminum Sheets;6312.52;USD;27;4.95;manufacturing;contact@kellywarren.com;+1-555-000-0000;APAC Office;true
11746;Byrd-Pugh;NA;Hydraulic Pumps;4146.28;USD;26;4.25;manufacturing;contact@byrdpugh.com;+1-555-000-0000;NA Office;true
11747;Vaughn, Johnson and Murillo;LATAM;CNC Machine Parts;9394.41;USD;13;4.35;manufacturing;contact@vaughnjohnsonandmurillo.com;+1-555-000-0000;LATAM Office;true
11748;Espinoza PLC;MEA;Aluminum Sheets;3178.08;USD;8;4.65;manufacturing;contact@espinozaplc.com;+1-555-000-0000;MEA Office;true
11749;Jacobs, Wiggins and Blake;APAC;Ball Bearings;7615.72;USD;32;2.65;manufacturing;contact@jacobswigginsandblake.com;+1-555-000-0000;APAC Office;true
11750;Mcmahon-Norris;APAC;CNC Machine Parts;3089.11;USD;9;4.15;manufacturing;contact@mcmahonnorris.com;+1-555-000-0000;APAC Office;true
11751;Marsh-Martinez;MEA;Industrial Lubricants;932.76;USD;24;3.85;manufacturing;contact@marshmartinez.com;+1-555-000-0000;MEA Office;true
11752;Joyce, Thompson and Smith;EU;Ball Bearings;7402.38;USD;36;4.15;manufacturing;contact@joycethompsonandsmith.com;+1-555-000-0000;EU Office;true
11753;Gill Ltd;NA;Hydraulic Pumps;9277.81;USD;18;4.25;manufacturing;contact@gillltd.com;+1-555-000-0000;NA Office;true
11754;Cherry-Huber;LATAM;Aluminum Sheets;5063.22;USD;22;3.35;manufacturing;contact@cherryhuber.com;+1-555-000-0000;LATAM Office;true
11755;Dunn, Fitzgerald and Johnson;NA;Aluminum Sheets;1829.75;USD;29;4.55;manufacturing;contact@dunnfitzgeraldandjohnson.com;+1-555-000-0000;NA Office;true
11756;Love and Sons;MEA;Ball Bearings;163.04;USD;34;4.15;manufacturing;contact@loveandsons.com;+1-555-000-0000;MEA Office;true
11757;Turner Ltd;APAC;Hydraulic Pumps;4462.38;USD;34;4.15;manufacturing;contact@turnerltd.com;+1-555-000-0000;APAC Office;true
11758;Parker-Johnson;EU;Industrial Lubricants;7907.62;USD;39;3.35;manufacturing;contact@parkerjohnson.com;+1-555-000-0000;EU Office;true
11759;Wilson-Kane;APAC;Industrial Lubricants;5423.59;USD;20;3.45;manufacturing;contact@wilsonkane.com;+1-555-000-0000;APAC Office;true
11760;Herrera and Sons;MEA;Industrial Lubricants;811.03;USD;25;3.05;manufacturing;contact@herreraandsons.com;+1-555-000-0000;MEA Office;true
11761;Young and Sons;MEA;Ball Bearings;8931.96;USD;32;3.85;manufacturing;contact@youngandsons.com;+1-555-000-0000;MEA Office;true
11762;Nelson Ltd;MEA;Hydraulic Pumps;3134.09;USD;29;4.95;manufacturing;contact@nelsonltd.com;+1-555-000-0000;MEA Office;true
11763;Gordon and Sons;APAC;Aluminum Sheets;7501.42;USD;19;3.15;manufacturing;contact@gordonandsons.com;+1-555-000-0000;APAC Office;true
11764;Cooper-Beck;NA;Aluminum Sheets;5650.07;USD;27;5.05;manufacturing;contact@cooperbeck.com;+1-555-000-0000;NA Office;true
11765;Blankenship-Frank;APAC;Ball Bearings;7679.05;USD;17;3.05;manufacturing;contact@blankenshipfrank.com;+1-555-000-0000;APAC Office;true
11766;Smith, Martin and Quinn;EU;Ball Bearings;8403.51;USD;10;3.65;manufacturing;contact@smithmartinandquinn.com;+1-555-000-0000;EU Office;true
11767;Schultz-Anderson;MEA;Hydraulic Pumps;3664.48;USD;23;4.85;manufacturing;contact@schultzanderson.com;+1-555-000-0000;MEA Office;true
11768;Murphy, Davis and Baker;EU;CNC Machine Parts;2243.72;USD;17;3.75;manufacturing;contact@murphydavisandbaker.com;+1-555-000-0000;EU Office;true
11769;Rogers, Diaz and Ellis;EU;CNC Machine Parts;8536.47;USD;39;4.05;manufacturing;contact@rogersdiazandellis.com;+1-555-000-0000;EU Office;true
11770;Fisher PLC;EU;Industrial Lubricants;3825.79;USD;14;3.95;manufacturing;contact@fisherplc.com;+1-555-000-0000;EU Office;true
11771;Williams, Watson and Bell;LATAM;Hydraulic Pumps;1588.44;USD;7;4.85;manufacturing;contact@williamswatsonandbell.com;+1-555-000-0000;LATAM Office;true
11772;Stewart-Fields;MEA;Aluminum Sheets;6298.66;USD;21;3.35;manufacturing;contact@stewartfields.com;+1-555-000-0000;MEA Office;true
11773;Taylor, Anderson and Smith;APAC;CNC Machine Parts;840.57;USD;17;2.65;manufacturing;contact@taylorandersonandsmith.com;+1-555-000-0000;APAC Office;true
11774;Lindsey, Walton and Lee;EU;CNC Machine Parts;947.52;USD;30;3.15;manufacturing;contact@lindseywaltonandlee.com;+1-555-000-0000;EU Office;true
11775;Johnson and Sons;LATAM;Ball Bearings;4906.98;USD;22;2.75;manufacturing;contact@johnsonandsons.com;+1-555-000-0000;LATAM Office;true
11776;Green-Carter;NA;Ball Bearings;3647.21;USD;22;2.95;manufacturing;contact@greencarter.com;+1-555-000-0000;NA Office;true
11777;Kim PLC;LATAM;Industrial Lubricants;6192.99;USD;39;3.55;manufacturing;contact@kimplc.com;+1-555-000-0000;LATAM Office;true
11778;Becker Group;NA;CNC Machine Parts;2767.41;USD;31;4.45;manufacturing;contact@beckergroup.com;+1-555-000-0000;NA Office;true
11779;Moore-Wilson;EU;CNC Machine Parts;1677.75;USD;9;4.75;manufacturing;contact@moorewilson.com;+1-555-000-0000;EU Office;true
11780;Douglas-Johnson;APAC;Industrial Lubricants;1514.65;USD;30;4.75;manufacturing;contact@douglasjohnson.com;+1-555-000-0000;APAC Office;true
11781;Spencer-Hurley;EU;CNC Machine Parts;9487.55;USD;36;3.25;manufacturing;contact@spencerhurley.com;+1-555-000-0000;EU Office;true
11782;Nelson-Martinez;LATAM;Ball Bearings;8528.66;USD;20;3.75;manufacturing;contact@nelsonmartinez.com;+1-555-000-0000;LATAM Office;true
11783;Hayes LLC;MEA;Ball Bearings;5788.34;USD;34;3.75;manufacturing;contact@hayesllc.com;+1-555-000-0000;MEA Office;true
11784;Moss, Bennett and Mejia;MEA;Ball Bearings;502.4;USD;10;2.75;manufacturing;contact@mossbennettandmejia.com;+1-555-000-0000;MEA Office;true
11785;Roberts, Jacobs and Jones;EU;Hydraulic Pumps;9984.06;USD;31;4.35;manufacturing;contact@robertsjacobsandjones.com;+1-555-000-0000;EU Office;true
11786;Daniels Group;EU;Hydraulic Pumps;2684.4;USD;12;3.95;manufacturing;contact@danielsgroup.com;+1-555-000-0000;EU Office;true
11787;Marshall LLC;NA;Ball Bearings;6945.57;USD;21;4.35;manufacturing;contact@marshallllc.com;+1-555-000-0000;NA Office;true
11788;Jennings-Estrada;EU;CNC Machine Parts;9410.31;USD;37;3.25;manufacturing;contact@jenningsestrada.com;+1-555-000-0000;EU Office;true
11789;Coleman, Fisher and Jones;MEA;Hydraulic Pumps;3518.95;USD;16;3.95;manufacturing;contact@colemanfisherandjones.com;+1-555-000-0000;MEA Office;true
11790;Wolf, Warren and Olsen;LATAM;Ball Bearings;3449.98;USD;15;2.75;manufacturing;contact@wolfwarrenandolsen.com;+1-555-000-0000;LATAM Office;true
11791;Bautista and Sons;LATAM;Industrial Lubricants;3171.52;USD;31;3.45;manufacturing;contact@bautistaandsons.com;+1-555-000-0000;LATAM Office;true
11792;Buck-Morris;MEA;Ball Bearings;4695.82;USD;15;4.75;manufacturing;contact@buckmorris.com;+1-555-000-0000;MEA Office;true
11793;Martin Group;LATAM;Aluminum Sheets;3127.8;USD;18;3.85;manufacturing;contact@martingroup.com;+1-555-000-0000;LATAM Office;true
11794;Singh-Herring;LATAM;Ball Bearings;1090.81;USD;8;4.75;manufacturing;contact@singhherring.com;+1-555-000-0000;LATAM Office;true
11795;Allen-Hawkins;NA;CNC Machine Parts;683.38;USD;25;2.75;manufacturing;contact@allenhawkins.com;+1-555-000-0000;NA Office;true
11796;Taylor-Mcdonald;NA;Industrial Lubricants;4865.95;USD;33;4.75;manufacturing;contact@taylormcdonald.com;+1-555-000-0000;NA Office;true
11797;Taylor-Sims;EU;Hydraulic Pumps;4817.13;USD;26;3.35;manufacturing;contact@taylorsims.com;+1-555-000-0000;EU Office;true
11798;Kelly, Hansen and Charles;LATAM;Ball Bearings;6581.27;USD;40;4.35;manufacturing;contact@kellyhansenandcharles.com;+1-555-000-0000;LATAM Office;true
11799;Greene, Mcgee and Taylor;EU;Hydraulic Pumps;2833.25;USD;22;3.75;manufacturing;contact@greenemcgeeandtaylor.com;+1-555-000-0000;EU Office;true
11800;Mccullough, Kirby and Elliott;EU;Ball Bearings;2603.73;USD;32;3.25;manufacturing;contact@mcculloughkirbyandelliott.com;+1-555-000-0000;EU Office;true
11801;Smith Ltd;MEA;Hydraulic Pumps;8761.22;USD;19;3.65;manufacturing;contact@smithltd.com;+1-555-000-0000;MEA Office;true
11802;Meyer, Hill and Parker;APAC;CNC Machine Parts;6126.22;USD;38;3.95;manufacturing;contact@meyerhillandparker.com;+1-555-000-0000;APAC Office;true
11803;Richardson PLC;EU;CNC Machine Parts;2433.83;USD;36;4.55;manufacturing;contact@richardsonplc.com;+1-555-000-0000;EU Office;true
11804;Horne PLC;LATAM;CNC Machine Parts;1791.36;USD;20;3.25;manufacturing;contact@horneplc.com;+1-555-000-0000;LATAM Office;true
11805;White-Ramos;EU;Ball Bearings;3589.08;USD;5;4.45;manufacturing;contact@whiteramos.com;+1-555-000-0000;EU Office;true
11806;Walls Inc;LATAM;Industrial Lubricants;3612.98;USD;37;3.45;manufacturing;contact@wallsinc.com;+1-555-000-0000;LATAM Office;true
11807;Tran-Miller;LATAM;CNC Machine Parts;2665.93;USD;40;3.85;manufacturing;contact@tranmiller.com;+1-555-000-0000;LATAM Office;true
11808;Harris, Gonzalez and Lucero;LATAM;CNC Machine Parts;161.08;USD;28;4.05;manufacturing;contact@harrisgonzalezandlucero.com;+1-555-000-0000;LATAM Office;true
11809;Ramirez, Mckenzie and Sloan;NA;Industrial Lubricants;1256.62;USD;21;3.45;manufacturing;contact@ramirezmckenzieandsloan.com;+1-555-000-0000;NA Office;true
11810;Bass, Gutierrez and Smith;EU;Hydraulic Pumps;2501.21;USD;34;4.75;manufacturing;contact@bassgutierrezandsmith.com;+1-555-000-0000;EU Office;true
11811;Spears LLC;LATAM;Industrial Lubricants;8955.09;USD;20;3.65;manufacturing;contact@spearsllc.com;+1-555-000-0000;LATAM Office;true
11812;Ward-Chavez;LATAM;Ball Bearings;7157.94;USD;7;2.85;manufacturing;contact@wardchavez.com;+1-555-000-0000;LATAM Office;true
11813;Burns, Walls and Perez;LATAM;CNC Machine Parts;285.53;USD;30;3.85;manufacturing;contact@burnswallsandperez.com;+1-555-000-0000;LATAM Office;true
11814;Wilson-Smith;NA;CNC Machine Parts;6128.04;USD;38;3.75;manufacturing;contact@wilsonsmith.com;+1-555-000-0000;NA Office;true
11815;Parrish-Banks;EU;Aluminum Sheets;3835.32;USD;5;2.75;manufacturing;contact@parrishbanks.com;+1-555-000-0000;EU Office;true
11816;Ross, Silva and Berry;EU;Hydraulic Pumps;5028.1;USD;18;4.05;manufacturing;contact@rosssilvaandberry.com;+1-555-000-0000;EU Office;true
11817;Hall-Garrett;EU;Hydraulic Pumps;8126.21;USD;5;4.45;manufacturing;contact@hallgarrett.com;+1-555-000-0000;EU Office;true
11818;Wong and Sons;LATAM;Industrial Lubricants;5400.86;USD;15;4.35;manufacturing;contact@wongandsons.com;+1-555-000-0000;LATAM Office;true
11819;Pena-Combs;LATAM;Hydraulic Pumps;8017.36;USD;7;4.85;manufacturing;contact@penacombs.com;+1-555-000-0000;LATAM Office;true
11820;Velasquez-Perez;LATAM;Industrial Lubricants;8681.9;USD;32;4.95;manufacturing;contact@velasquezperez.com;+1-555-000-0000;LATAM Office;true
11821;Henderson, Shelton and Greer;NA;Aluminum Sheets;8269.03;USD;29;3.55;manufacturing;contact@hendersonsheltonandgreer.com;+1-555-000-0000;NA Office;true
